"","UNITID_P","INSTNM","BRANCH","Address","City","State","ZIP","sector_cd","Sector_desc","men_total","women_total","Total","MURD10","NEG_M10","FORCIB10","NONFOR10","ROBBE10","AGG_A10","BURGLA10","VEHIC10","ARSON10","MURD11","NEG_M11","FORCIB11","NONFOR11","ROBBE11","AGG_A11","BURGLA11","VEHIC11","ARSON11","MURD12","NEG_M12","FORCIB12","NONFOR12","ROBBE12","AGG_A12","BURGLA12","VEHIC12","ARSON12","FILTER10","FILTER11","FILTER12"
"1800",142461001,"Northwest Nazarene University","Main Campus","623 S. University Boulevard","Nampa","ID","836865897",2,"Private nonprofit, 4-year or above",954,1278,2232,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,4,2,0,0,0,1,0,0,1,2,0,0,1,1,1
"1801",142489001,"The School of Hairstyling","Main Campus","141 East Chubbuck Road","Chubbuck","ID","83202",6,"Private for-profit, 2-year",3,59,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1802",142522001,"Brigham Young University-Idaho","BYU-Idaho","525 S CENTER","Rexburg","ID","834601650",2,"Private nonprofit, 4-year or above",10012,13249,23261,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1
"1803",142559001,"College of Southern Idaho","CSI Main Campus","315 Falls Ave.","TWIN FALLS","ID","833011238",4,"Public, 2-year",3410,5856,9266,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
"1804",142559002,"College of Southern Idaho","Blaine County Center","1050 Fox Acres Road","Hailey","ID","83333",4,"Public, 2-year",3410,5856,9266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
"1805",142559003,"College of Southern Idaho","Northside Center","202 14th Ave. E.","Gooding","ID","83330",4,"Public, 2-year",3410,5856,9266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1806",142559004,"College of Southern Idaho","Mini-Cassia Center","1600 Parke Ave","Burley","ID","83318",4,"Public, 2-year",3410,5856,9266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1807",142832001,"Adler School of Professional Psychology","Chicago Campus","17 North Dearborn Street","Chicago","IL","606024310",2,"Private nonprofit, 4-year or above",228,750,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1808",142869001,"Alvareitas College of Cosmetology-Edwardsville","Main Campus","333 South Kansas St","Edwardsville","IL","62025",9,"Private for-profit, less-than 2-year",2,64,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1809",142878001,"Alvareitas College of Cosmetology-Godfrey","Main Campus","3048 GODFREY RD","GODFREY","IL","620354150",9,"Private for-profit, less-than 2-year",2,51,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1810",142887001,"American Academy of Art","Main Campus","332 S MICHIGAN AVE","CHICAGO","IL","606044302",3,"Private for-profit, 4-year or above",190,242,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1811",143048001,"School of the Art Institute of Chicago","Main Campus","37 S. Wabash Avenue","CHICAGO","IL","606033002",2,"Private nonprofit, 4-year or above",1002,2308,3310,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,1,1
"1812",143084001,"Augustana College","Main Campus","639 38TH ST","ROCK ISLAND","IL","612012296",2,"Private nonprofit, 4-year or above",1086,1465,2551,0,0,2,0,0,3,1,0,1,0,0,6,0,0,1,6,1,0,0,0,2,0,0,1,8,0,0,1,1,1
"1813",143118001,"Aurora University","Main Campus","347 S GLADSTONE AVE","AURORA","IL","605064892",2,"Private nonprofit, 4-year or above",1515,3166,4681,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,4,0,0,1,1,1
"1814",143118002,"Aurora University","George Williams College","350 Constance Blvd.","Williams Bay","WI","531910210",2,"Private nonprofit, 4-year or above",1515,3166,4681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1815",143118003,"Aurora University","Woodstock Center","222 Church Street","Woodstock","IL","60098",2,"Private nonprofit, 4-year or above",1515,3166,4681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1816",143181001,"Concept College of Cosmetology","CONCEPT COLLEGE OF COSMETOLOGY","202 E. University ave, Suite H","URBANA","IL","61801",9,"Private for-profit, less-than 2-year",1,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1817",143215001,"Southwestern Illinois College","Belleville Campus","2500 Carlyle Ave","Belleville","IL","622215899",4,"Public, 2-year",5276,6662,11938,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,2,1,0,1,1,1
"1818",143215002,"Southwestern Illinois College","Red Bud Campus","500 West South Fourth Street","Red Bud","IL","622782299",4,"Public, 2-year",5276,6662,11938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1819",143215003,"Southwestern Illinois College","Sam Wolf Granite City Campus","4950 Maryville Road","Granite City","IL","620402699",4,"Public, 2-year",5276,6662,11938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1820",143233001,"Bethany Theological Seminary","Earlham  College","615 National Road West","Richmond","IN","473744019",2,"Private nonprofit, 4-year or above",30,33,63,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,0,1,1,1
"1821",143279001,"Black Hawk College","Moline Campus","6600 34TH AVE","MOLINE","IL","612655899",4,"Public, 2-year",2594,3766,6360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1822",143279002,"Black Hawk College","Kewanee Campus","26230 - Black hawk Road","Galva","IL","61434",4,"Public, 2-year",2594,3766,6360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1
"1823",143288001,"Blackburn College","Blackburn College","700 COLLEGE AVE","CARLINVILLE","IL","62626",2,"Private nonprofit, 4-year or above",230,316,546,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,1
"1824",143297001,"Blessing Rieman College of Nursing","Main Campus","BROADWAY AT 11TH STREET","QUINCY","IL","623057005",2,"Private nonprofit, 4-year or above",29,246,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1825",143303001,"Blessing Hospital School of Radiologic Technology","Main Campus","BROADWAY AT 11TH","QUINCY","IL","623057005",5,"Private nonprofit, 2-year",1,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1826",143358001,"Bradley University","Main Campus","1501 W BRADLEY AVE","PEORIA","IL","61625",2,"Private nonprofit, 4-year or above",2546,2912,5458,0,0,4,0,4,1,23,0,0,0,0,1,0,1,1,23,1,0,0,0,6,0,1,1,22,0,0,1,1,1
"1827",143376001,"Paul Mitchell the school-Bradley Campus","Main Campus","1600 North State Route 50","BRADLEY","IL","60914",6,"Private for-profit, 2-year",14,386,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1828",143376002,"Paul Mitchell the school-Bradley Campus","Trend Setters College of Cosmetology -  Tinley Park","18454 West Creek Dr.","Tinley Park","IL","60477",6,"Private for-profit, 2-year",14,386,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1829",143376003,"Paul Mitchell the school-Bradley Campus","Paul Mitchell the school Davenport","4020 Brady St.","Davenport","IA","52806",6,"Private for-profit, 2-year",14,386,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1830",143464001,"Cameo Beauty Academy","Main Campus","9714 S CICERO AVE.","OAK LAWN","IL","60453",9,"Private for-profit, less-than 2-year",0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1831",143473001,"Cannella School of Hair Design-Villa Park","Main Campus","617 W. NORTH AVE","VILLA PARK","IL","601811321",9,"Private for-profit, less-than 2-year",7,84,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1832",143482001,"Cannella School of Hair Design-Chicago","Main Campus","9012 S COMMERCIAL","CHICAGO","IL","606174303",9,"Private for-profit, less-than 2-year",1,75,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1833",143491001,"Cannella School of Hair Design-Chicago","Main Campus","4269 S ARCHER AVE","CHICAGO","IL","606322549",9,"Private for-profit, less-than 2-year",1,125,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1834",143516001,"Cannella School of Hair Design-Elgin","Main Campus","113-117 W CHICAGO ST","ELGIN","IL","606394828",9,"Private for-profit, less-than 2-year",5,74,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1835",143534001,"Capri Beauty College","Main Campus","2653 W. 63rd Street","CHICAGO","IL","60629",9,"Private for-profit, less-than 2-year",1,93,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
"1836",143543001,"Empire Beauty School-Hanover Park","Empire Beauty School - Hanover Park, IL","1166 West Lake Street","HANOVER PARK","IL","60133",9,"Private for-profit, less-than 2-year",5,83,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1837",143552001,"Capri Beauty College","Main Campus","15815-25 S ROB ROY DR","OAK FOREST","IL","60452",9,"Private for-profit, less-than 2-year",1,103,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1838",143613001,"Carl Sandburg College","Main Campus","2400 Tom L. Wilson Boulevard","GALESBURG","IL","61401",4,"Public, 2-year",891,1569,2460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1839",143613002,"Carl Sandburg College","The Branch campus (Carthage)","305 Sandburg Drive","Carthage","IL","62321",4,"Public, 2-year",891,1569,2460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1840",143613003,"Carl Sandburg College","The Extension Center (Bushnell)","380 East Main St.","Bushnell","IL","61422",4,"Public, 2-year",891,1569,2460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1841",143659001,"Catholic Theological Union at Chicago","Main Campus","5401 S CORNELL AVE","CHICAGO","IL","606155698",2,"Private nonprofit, 4-year or above",255,173,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1842",143695001,"La James International College-East Moline","Main Campus","485 42ND AVE","EAST MOLINE","IL","61244",9,"Private for-profit, less-than 2-year",0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1843",143853001,"Midwestern University-Downers Grove","Midwestern University - Downers Grove Campus","555 31ST STREET","DOWNERS GROVE","IL","605155514",2,"Private nonprofit, 4-year or above",1093,1454,2547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1844",143978001,"The Chicago School of Professional Psychology at Chicago","Chicago Campus","325 N. Wells Street","CHICAGO","IL","60654",2,"Private nonprofit, 4-year or above",582,2292,2874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1845",144005001,"Chicago State University","Main Campus","9501 S. King Drive Suite ADM #313","CHICAGO","IL","606281598",1,"Public, 4-year or above",1779,4328,6107,0,0,1,0,1,1,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,2,0,0,1,1,1
"1846",144014001,"Chicago Theological Seminary","Chicago Theological Seminary","1407 E. 60th Street","CHICAGO","IL","60637",2,"Private nonprofit, 4-year or above",114,102,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1847",144050001,"University of Chicago","Main Campus","5801 S ELLIS AVE","CHICAGO","IL","60637",2,"Private nonprofit, 4-year or above",8781,6464,15245,0,0,3,0,1,0,20,0,0,0,0,5,0,2,0,7,2,0,0,0,5,0,0,0,12,0,0,1,1,1
"1848",144050002,"University of Chicago","Gleacher Center","450 North Cityfront Plaza Drive","Chicago","IL","60611",2,"Private nonprofit, 4-year or above",8781,6464,15245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1849",144050003,"University of Chicago","Paris Center","6 rue Thomas Mann","Paris","nan","nan",2,"Private nonprofit, 4-year or above",8781,6464,15245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1850",144050004,"University of Chicago","Graduate School of Business Asia Campus","101 Penang Road","Singapore","nan","nan",2,"Private nonprofit, 4-year or above",8781,6464,15245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1851",144050005,"University of Chicago","Graduate School of Business Europe Campus","25 Basinghall Street","London","nan","nan",2,"Private nonprofit, 4-year or above",8781,6464,15245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1852",144157001,"City Colleges of Chicago-Kennedy-King College","Kennedy King College","6301 S. Halsted St.","CHICAGO","IL","60621",4,"Public, 2-year",2261,3973,6234,0,0,0,0,3,7,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,2,0,0,4,0,1,1,1
"1853",144157002,"City Colleges of Chicago-Kennedy-King College","Dawson Technical Institute","3901 S State St","Chicago","IL","60609",4,"Public, 2-year",2261,3973,6234,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1854",144166001,"City Colleges of Chicago-Malcolm X College","Main Campus","1900 W VAN BUREN","CHICAGO","IL","606123197",4,"Public, 2-year",2068,4455,6523,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,1,1,1
"1855",144166002,"City Colleges of Chicago-Malcolm X College","Malcolm X College West Side Learning Center","4624 W Madison Street","Chicago","IL","606443613",4,"Public, 2-year",2068,4455,6523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1856",144175001,"City Colleges of Chicago-Olive-Harvey College","Main Campus","10001 S. Woodlawn Ave.","Chicago","IL","606281696",4,"Public, 2-year",2008,2993,5001,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1
"1857",144175002,"City Colleges of Chicago-Olive-Harvey College","South Chicago Campus","3055 E. 92nd St.","Chicago","IL","60617",4,"Public, 2-year",2008,2993,5001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1
"1858",144184001,"City Colleges of Chicago-Harry S Truman College","Main Campus","1145 W WILSON AVE","CHICAGO","IL","606405691",4,"Public, 2-year",5047,6878,11925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
"1859",144184002,"City Colleges of Chicago-Harry S Truman College","Lakeview Learning Center","3310 N. Clark Street, Chicago, IL","Chicago","IL","60657",4,"Public, 2-year",5047,6878,11925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1860",144193001,"City Colleges of Chicago-Richard J Daley College","Main Campus","7500 S PULASKI RD","CHICAGO","IL","606521299",4,"Public, 2-year",3639,5771,9410,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,1,1
"1861",144193002,"City Colleges of Chicago-Richard J Daley College","Arturo Velasquez Institute","2800 S. Western Ave.","Chicago","IL","60608",4,"Public, 2-year",3639,5771,9410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1
"1862",144209001,"City Colleges of Chicago-Harold Washington College","Main Campus","30 E LAKE ST","CHICAGO","IL","606012449",4,"Public, 2-year",3677,5270,8947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1863",144218001,"City Colleges of Chicago-Wilbur Wright College","Main Campus","4300 N NARRAGANSETT","CHICAGO","IL","606341591",4,"Public, 2-year",5061,7407,12468,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1
"1864",144218003,"City Colleges of Chicago-Wilbur Wright College","Wright Humboldt Park Campus","1645 N. California","Chicago","IL","60647",4,"Public, 2-year",5061,7407,12468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1865",144281001,"Columbia College-Chicago","Columbia College Chicago","600 SOUTH MICHIGAN","CHICAGO","IL","606051996",2,"Private nonprofit, 4-year or above",4987,5796,10783,0,0,3,0,1,4,14,0,1,0,0,7,0,3,1,19,0,0,0,0,5,0,1,0,32,0,0,1,1,1
"1866",144281002,"Columbia College-Chicago","LA Campus","650 N. Bronson Ave., B108","Los Angeles","CA","90004",2,"Private nonprofit, 4-year or above",4987,5796,10783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1
"1867",144351001,"Concordia University-Chicago","Main Campus","7400 AUGUSTA","RIVER FOREST","IL","603051499",2,"Private nonprofit, 4-year or above",1620,3833,5453,0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,1,1,1
"1868",144467001,"Le Cordon Bleu College of Culinary Arts-Chicago","Le Cordon Bleu College of Culinary Arts - Chicago","361 West Chestnut","Chicago","IL","60610",6,"Private for-profit, 2-year",714,635,1349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1869",144485001,"Coyne College","Main Campus","330 N. Green Street","CHICAGO","IL","60607",6,"Private for-profit, 2-year",522,195,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
"1870",144500001,"City Colleges of Chicago-District Office","District Office","226 W. Jackson Blvd.","Chicago","IL","606066998",0,"Administrative Unit Only",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1871",144564001,"Danville Area Community College","Main Campus","2000 E MAIN ST","DANVILLE","IL","618325118",4,"Public, 2-year",1798,2429,4227,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1872",144573001,"Concept College of Cosmetology","Concept College of Cosmetology","2500 GEORGETOWN RD","DANVILLE","IL","61832",9,"Private for-profit, less-than 2-year",4,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1873",144740001,"DePaul University","Main Campus - Lincoln Park Campus","2345 N. Sheffield","CHICAGO","IL","60614",2,"Private nonprofit, 4-year or above",11697,13269,24966,0,0,2,0,2,3,17,0,0,0,0,1,0,0,0,12,0,0,0,0,2,0,2,0,23,1,0,1,1,1
"1874",144740002,"DePaul University","Loop Campus","1 E. Jackson","Chicago","IL","606042287",2,"Private nonprofit, 4-year or above",11697,13269,24966,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,1,13,0,0,1,1,1
"1875",144740003,"DePaul University","Naperville Campus","150 West Warrenville Road","Naperville","IL","605638460",2,"Private nonprofit, 4-year or above",11697,13269,24966,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1876",144740004,"DePaul University","O'Hare Campus","8770 W. Bryn Mawr Avenue, Suite 100","Chicago","IL","60631",2,"Private nonprofit, 4-year or above",11697,13269,24966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1877",144740005,"DePaul University","Oak Forest Campus","16333 South Kilbourn Avenue","Oak Forest","IL","604524614",2,"Private nonprofit, 4-year or above",11697,13269,24966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1878",144740006,"DePaul University","Rolling Meadows Campus","2550 West Gold Road Suite 255","Rolling Meadows","IL","600084014",2,"Private nonprofit, 4-year or above",11697,13269,24966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1879",144759001,"DeVry University-Illinois","Chicago Campus","3300 N CAMPBELL AVE","CHICAGO","IL","606185994",3,"Private for-profit, 4-year or above",11876,12370,24246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1880",144759002,"DeVry University-Illinois","Addison Campus","1221 N. Swift Rd.","Addison","IL","601016106",3,"Private for-profit, 4-year or above",11876,12370,24246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1881",144759003,"DeVry University-Illinois","Tinley Park Campus","18624 W. Creek Dr.","Tinley Park","IL","604776243",3,"Private for-profit, 4-year or above",11876,12370,24246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1882",144759004,"DeVry University-Illinois","Chicago Loop Center","225 W. Washington St, Suite 100","Chicago","IL","606062418",3,"Private for-profit, 4-year or above",11876,12370,24246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1883",144759005,"DeVry University-Illinois","Chicago O'Hare Center","8550 W. Bryn Mawr Ave. Suite 450","Chicago","IL","606313224",3,"Private for-profit, 4-year or above",11876,12370,24246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1884",144759006,"DeVry University-Illinois","Elgin Center","2250 Point Blvd., Suite 250","Elgin","IL","601237873",3,"Private for-profit, 4-year or above",11876,12370,24246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1885",144759007,"DeVry University-Illinois","Naperville Center","2056 Westings Ave. Suite 40","Naperville","IL","605632361",3,"Private for-profit, 4-year or above",11876,12370,24246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1886",144759008,"DeVry University-Illinois","Schaumburg Center","1051 Perimeter Drive, 9th floor","Schaumburg","IL","601735009",3,"Private for-profit, 4-year or above",11876,12370,24246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1887",144759009,"DeVry University-Illinois","Downers Grove Center","3005 Highland Parkway","Downers Grove","IL","605155683",3,"Private for-profit, 4-year or above",11876,12370,24246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1888",144759010,"DeVry University-Illinois","Gurnee Center","1075 Tri-State Parkway, Suite 800","Gurnee","IL","600319126",3,"Private for-profit, 4-year or above",11876,12370,24246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1889",144795001,"Cosmetology & Spa Institute","CSI THE COSMETOLOGY AND SPA INSTITUTE","700 E. TERRA COTTA","CRYSTAL LAKE","IL","60014",9,"Private for-profit, less-than 2-year",3,134,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1890",144795002,"Cosmetology & Spa Institute","Schaumburg","142 E.Golf Rd.","Schaumburg","IL","60173",9,"Private for-profit, less-than 2-year",3,134,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1891",144865001,"College of DuPage","Main Campus","425 Fawell Blvd.","Glen Ellyn","IL","601376599",4,"Public, 2-year",12382,13774,26156,0,0,3,0,0,2,3,0,0,0,0,0,0,2,0,5,0,0,0,0,1,0,0,0,3,0,0,1,1,1
"1892",144865002,"College of DuPage","C.O.D.  Addison Center","301 S. Swift Rd","Addison","IL","60101",4,"Public, 2-year",12382,13774,26156,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
"1893",144865003,"College of DuPage","C.O.D. Naperville Center","1223 Rickert Dr.","Naperville","IL","60540",4,"Public, 2-year",12382,13774,26156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1894",144865004,"College of DuPage","C.O.D. Westmont Center","650 Pasquinelli Dr.","Westmont","IL","60559",4,"Public, 2-year",12382,13774,26156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1895",144865005,"College of DuPage","C.O.D.  Center for Independent Learning at Bloomin","162 S. Bloomingdale Rd.","Bloomingdale","IL","60108",4,"Public, 2-year",12382,13774,26156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1896",144865008,"College of DuPage","Carol Stream Community Education Center","500 North Kuhn Road","Carol Stream","IL","60188",4,"Public, 2-year",12382,13774,26156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1897",144883001,"East-West University","Main Campus","816 S MICHIGAN AVE","CHICAGO","IL","60605",2,"Private nonprofit, 4-year or above",345,431,776,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
